X,Y,OBJECTID,AUN,SCHOOL_NUM,LOCATION_ID,FACIL_NAME,FACILNAME_LABEL,FACIL_ADDRESS,ZIPCODE,FACIL_TELEPHONE,ACTIVE,GRADE_LEVEL,GRADE_ORG,ENROLLMENT,TYPE,TYPE_SPECIFIC
-75.248057763089648,39.906770707539394,381,126515001,7815,1190,Motivation High School,Motivation HS,2515 S 78th St,19153,492-6451,Open,High School,9-12,295,District,District
-75.17484379977391,40.081112573642649,382,126515001,3719,6310,"McCloskey, John F.","McCloskey, John F.",8500 Pickering St.,19150 - 1028,248-6600,Open,Elementary School,K-8,455,District,District
-75.189953916267868,40.037418236249088,383,126515001,3717,6440,"Lingelbach, Anna L.","Lingelbach, Anna L.",6340 Wayne Ave.,19141 - 3113,951-4090,Open,Elem/Middle,K-8,374,District,District
-75.152185927799735,40.030529281115207,384,126515001,3718,6300,"Logan, James","Logan, James",1700 Lindley Ave.,19141 - 1545,456-3006,Open,Elementary School,K-5,269,District,District
-75.148184898635435,39.963914291301847,385,126515001,3645,5480,"Kearny, General Philip","Kearny, General Philip",601 Fairmount Ave.,19123 - 2701,351-7343,Open,Elem/Middle,K-8,435,District,District
-75.132298149498382,39.987097813792154,386,126515001,3693,5330,"Hunter, William","Hunter, William",2400-54 N Front St,19133,291-4710,Open,Elem/Middle,K-8,505,District,District
-75.205702922926704,39.95697598792313,387,126515001,7780,1050,Paul Robeson High School for Human Services,Paul Robeson HS,4125  Ludlow,19104,823-8207,Open,High School,9-12,277,District,District
-75.197049077545813,40.062268789184344,388,126515001,6548,5070,Parkway Northwest (New Covenant),Parkway Northwest (New Covenant),7500 Germantown Ave.,19139,248-6220,Open,High School,9-12,221,District,District
-75.207024403945823,40.022601250415434,389,126515001,5122,6410,Cook-Wissahickon,Cook-Wissahickon,531 Righter St.,19128 - 3739,487-4463,Open,Elem/Middle,K-8,403,District,District
-75.158819791510354,40.011166924018212,390,126519644,8259,4260,Mastery Charter School at Grover Cleveland,Master CS - Cleveland,3701 N 19th St,19140 - 3555,215-277-5042,Open,Elem/Middle,K-8,511,Charter,Charter
-75.184005642506605,39.997134104355496,391,126515001,5292,4440,Allen Dr Ethel Sch,Allen Dr Ethel Sch,3200 W Lehigh Ave.,19132 - 1834,227-4404,Open,Eleme/Middle,K-8,581,District,District
-75.180766959617515,39.984373067306116,392,126515001,3625,4530,"Gideon, Edward","Gideon, Edward",2817 W.  Glenwood Ave.,19121 - 1810,684-5072,Open,Elem/Middle,K-8,353,District,District
-75.215823169762189,39.964850847026995,393,126515001,7808,5090,Parkway West,Parkway West,4725 Fairmount Ave,19139-3536,581-5510,Open,High School,9-12,292,District,District
-75.23383820311814,39.921939489569596,394,126515001,3847,1010,"Bartram, John","Bartram, John",2401 S 67th St,19142,492-6450,Open,High School,9-12,892,District,District
-75.20335582658744,39.975303698792018,395,126515001,7903,1030,School of the Future,School of the Future,4021 Parkside Ave,19104,215-823-5500,Open,High School,9-12,613,District,District
-75.122094993702362,40.019375294784517,396,126515001,7368,7500,Feltonville School of Arts and Science,Feltonville Sch of Arts & Sci.,210 E Courtland St,19120,215-456-5603,Open,Middle School,6-8,545,District,District
-75.252609236853559,40.062393596602767,397,126515001,7811,6540,Lankenau,Lankenau,201 Spring Lane,19128,487-4465,Open,High School,9-12,314,District,District
-75.168651384400093,40.058659490455724,398,126515001,3706,6200,"Day, Anna Blakiston","Day, Anna Blakiston",6324-42 Crittenden St,19138 - 1037,276-5250,Open,Elem/Middle,pre K-8,464,District,District
-75.072603529240894,40.037172760054311,399,126515001,7234,8350,"Spruance, Gilbert","Spruance, Gilbert",6401 Horrocks St,19149 - 2816,537-2514,Open,Elem/Middle,K-8,1395,District,District
-75.120984216865295,40.020353904016076,400,126515001,3751,7310,Feltonville Intermediate School,Feltonville Intermediate Sch,238 E. Wyoming Ave.,19120,456-3012,Open,Elementary School,3-5,708,District,District
-75.135191067622813,40.01795509672742,401,126515001,7404,5490,Cayuga,Cayuga,4344-4358 N. 5th St,19140 - 2302,456-3167,Open,Elementary School,K-5,437,District,District
-75.147720092737742,40.003614074931214,402,126515001,5183,7510,"Bethune, Mary Mc Leod","Bethune, Mary Mc Leod",3303-61  Old York Rd.,19140,227-4433,Open,Elem/Middle,K-8,753,District,District
-75.23813815772661,39.992732307929089,403,126515001,3668,4280,"Gompers, Samuel","Gompers, Samuel",5701  Wynnefield Ave.,19131 - 1237,581-5503,Open,Elementary School,K-6,364,District,District
-75.127707719387928,39.98679014002375,404,126515001,3684,5210,"Brown, Henry A.","Brown, Henry A.",1946 E Sergeant St.,19125 - 1341,291-4717,Open,Elementary School,K-8,575,District,District
-75.102140181489759,39.999605980547138,405,226510057,,,Kensington Christian Fellowship Academy,Kensington Christian Fellowship Acad,1921-25 E VENANGO ST,19134,(215) 535-6424,Open,Elementary School,pre K-6,12,Private,Private
-75.101378450721029,40.012116013520171,406,226512252,,,Holy Innocents School,Holy Innocents School,1301 E HUNTING PARK AVE,19124,(215) 743-5909,Open,Elem/Middle,pre K-8,274,Private,Archdiocese
-75.101625719587148,40.011219997728382,407,226518542,,,St Lucy Day School For Children With Visual Impairments,St Lucy Day Sch For Children w/ Visual Impair,1301 E HUNTING PARK AVE,19124,(215) 289-4220,Open,Elem/Middle,pre K-8,28,Private,Archdiocese
-75.156340150860913,40.006952641237035,408,226510064,,,Spring Garden Academy - Tioga,Spring Garden Acad - Tioga,3501-05 N 17TH ST,19140,(215)563-9192,Open,Elem/Middle,pre K-8,,Private,Private
-75.157845206579765,40.002512094537771,409,300518830,,,Thankful Learning Center Inc,Thankful Lrn Ctr,3200-02 N 17TH ST,19140,(215) 226-5544,Open,Pre-school,Preschool,10,Private,Private
-75.151098541206878,40.002750415901374,410,226510063,,,Education is the Key Learning Center,Education is the Key Lrn Ctr,3257 N PARK AVE,19140,(215) 228-0122,Open,Elem/Middle,Pre K-7,11,Private,Private
-75.098367895989,39.99857168541601,411,226510070,,,Tarbiyatul ILM Academy Inc.,Tarbiyatul ILM Acad,2080 Castor Ave,19132,(215) 821-3869,Open,Elem/Middle,K-8,84,Private,Private
-75.16327163534163,40.041740927545391,412,226510031,,,Kids World Christian Education Center- Germantown,Kids World Christian Ed Center- Germantown,629 E Church Lane,19144,(215) 848-1800,Open,Elementary School,pre K-5,20,Private,Private
-75.182484404821253,40.004258477855139,413,226510073,,,St James School,St James School,3201-29 W CLEARFIELD ST,19132,(215) 226-1276,Open,Middle School,5-8,32,Private,Private
-75.186092998470144,40.001663956557117,414,300515320,,,Prodigy Learning Centers,Prodigy Lrn Ctrs,3345 W HUNTING PARK AVE,19132,(215) 228-7678,Open,Elementary School,pre K-3,75,Private,Private
-75.178788784011445,40.067470852113559,415,226510001,,,"LuBels House of Learning Christian Academy, Inc",LuBels House of Lrn Christian Acad,8123 STENTON AVE,19150,(215) 242-4663,Open,Pre-K,pre K,10,Private,Private
-75.172552891105141,40.063852644065882,416,226510041,,,Performing Arts Christian Education,Performing Arts Christian Ed,7827 STENTON AVE,19150,(215) 549-4559,Open,Ungraded,Ungraded,0,Private,Private
-75.134174957767485,40.05994269590699,417,226510061,,,Nest International Christian Academy,Nest International Christian Acad,1001 70TH AVE,19126,(215) 927-1947 ,Open,Pre-K,pre K,4,Private,Private
-75.149213667454987,40.052100237669706,418,226514262,,,Mt Airy Christian Day School,Mt Airy Christian Day Sch,6401 OGONTZ AVE,19126,(215) 276-2990,Open,Pre-school,Preschool,26,Private,Private
-75.151567517466702,40.050893119366535,419,300510078,,,Johnson Child Care Center,Johnson Child Care Ctr,1919 MEDARY AVE,19141,215 927 6677,Open,Pre-K,pre K,137,Private,Private
-75.155853430924992,40.047681543946076,420,226511712,,,Adelaide Educational Academy Center,Adelaide Ed Acad Ctr,6100 N 21ST ST,19138,(215) 844-5000,Open,Pre-K,pre K,27,Private,Private
-75.139921351491381,40.041016858703244,421,226515695,,,Saints Tabernacle Day School,Saints Tabernacle Day Sch,5800 N MARVINE ST,19141,(215) 548-6011,Open,Elem/Middle,K-8,55,Private,Private
-75.145054619598852,40.028650267142275,422,226510004,,,Logan Hope School,Logan Hope Sch,4934 N 13TH ST,19141,(215) 455-7442,Open,Elem/Middle,K-8,60,Private,Private
-75.114178123753916,40.047368761839593,423,226510049,,,Gold Star Academy,Gold Star Acad,214 FARISTON DR,19120,,Open,,,0,Private,Private
-75.19725238750415,40.063467941015247,424,300517255,,,Waldorf School of Philadelphia,Waldorf Sch of Phila,7500 GERMANTOWN AVE,19119,(215) 248-1662,Open,Elem/Middle,pre K-8,184,Private,Private
-75.196110667812107,40.062406142812726,425,226510000,,,Covenant Academy,Covenant Academy,7406 GERMANTOWN AVE,19119,(215)247-7500,Open,Kindergarten,pre K-K,9,Private,Private
-75.188670494665047,40.065970836774845,426,300518770,,,Big Backyard,Big Backyard,226 E GOWEN AVE,19119,(215) 248-0919,Open,Pre-K,pre K,45,Private,Private
-75.186233382556125,40.06192233752477,427,226512752,,,Islamic Day School of Philadelphia,Islamic Day Sch of Phila,222 E DURHAM ST,19119,(215) 248-0896,Open,Elementary School,pre K-4,8,Private,Private
-75.185934304852935,40.053350171785439,428,226510019,,,Jesus Is The Way Christian Academy,Jesus Is The Way Christian Acad,6753 GERMANTOWN AVE,19119,(215) 843-0523,Open,Ungraded,Ungraded,14,Private,Private
-75.191262010029234,40.039531325646948,429,300512880,,,Cooperative Nursery School,Cooperative Nursery Sch,6503 LINCOLN DR,19119,(215) 844-5770,Open,Pre-K,pre K,39,Private,Private
-75.18259591628545,40.041345786501353,430,226510053,,,Miller Homeschool,Miller Homeschool,84 W WASHINGTON LA,19144,(215) 384-7464,Open,Elementary School,pre K-5,2,Private,Private
-75.16734970305707,40.043460656108032,431,226511012,,,Chelten Christ Little People,Chelten Christ Little People,601-05 E CHELTEN AVE,19144,(215) 849-6614,Open,Kindergarten,pre K-K,24,Private,Private
-75.149582094138296,40.012854658353042,432,226510047,,,New Hope Christian Academy,New Hope Christian Acad,1345 McFerran Street,19140,(215) 391-0003,Open,Elem/Mid/High,pre K-12,,Private,Private
-75.211991267577972,40.026505529645249,433,326510170,,,Bridge Way School,Bridge Way School,4101 Freeland Ave,19128,(267) 437-2194,Open,Ungraded,Ungraded,1,Private,Private
-75.185454302387413,40.011558812909449,434,326510062,,,Seedlings Early Care and Education Program,Seedlings Early Care & Ed Program,3300 HENRY AVE,19129,215-254-2002,Open,Pre-K,pre K,73,Private,Private
-75.251854169361778,39.985299869453144,435,226510038,,,Loving Care Academy,Loving Care Acad,6371 DREXEL RD,19151,(215) 879-8911,Open,Elem/Mid/High,1-12,43,Private,Private
-75.252946764261637,39.98828265843715,436,300516560,,,Overbrook Presby Church Preschool & Kindergarten,Overbrook Presby Church Presch & Kdg,6376-78 CITY AVE,19151,215) 877-8945,Open,Kindergarten,pre K-K,137,Private,Private
-75.021991441319713,40.100847847411707,437,326510175,,,Ann Kids,Ann Kids,10100 Jamison Ave,19116,(215)869-0275,Open,Pre-school,Preschool,,Private,Private
-75.214793319895207,39.99800661122206,438,300515921,,,Methodist Services for Children and Families,Methodist Services for Children and Families,4300 MONUMENT RD,19131,215-877-1925,Open,Kindergarten,pre K-K,10,Private,Private
-75.209888957379221,40.003502126315318,439,226510043,,,Sharon Christian Academy,Sharon Christian Acad,3955-69 CONSHOHOCKEN AVE,19131,(215) 473-3446,Open,Elementary School,K-6,100,Private,Private
-75.211290770671539,40.002937158655904,440,300513640,,,Easter Seals of Southeastern Pa - Joseph X. Yaffe Center,Easter Seals of SE PA - Joseph X. Yaffe Ctr,3975 CONSHOHOCKEN AVE,19131,(215) 879-1000,Open,Special Center,Ungraded,55,Private,Private
-75.20811087902716,39.999564893814402,441,,,,Easter Seals of Southeastern Pa- Early Intervention (Annex),Easter Seals of SE PA- Early Intervention,3905 Ford Road,19131,(215)879-5010,Open,Special Center,Ungraded,125,Private,Private
-75.210363389989851,40.003520911828318,442,226510072,,,K W Reed Christian Academy for Boys,K W Reed Christian Acad for Boys,3955 CONSHOHOCKEN AVE,19131,(215) 473-3000,Open,Elem/Middle,K-8,70,Private,Private
-75.20767057385531,39.999705904023941,443,326510077,,,Wordsworth Academy,Wordsworth Acad,3905 FORD RD,19131,215-643-5400,Open,Elem/Mid/High,K-12,74,Private,Private
-75.172652770259631,39.984751497165234,444,326510079,,,Community Partnership School,Community Partnership Sch,1922-42 JUDSON ST,19121,(215) 235-0461,Open,Elementary School,pre K-5,83,Private,Private
-75.17570290297779,39.982804267873654,445,226510008,,,White Dove Performing Arts Acad,White Dove Performing Arts Acad,2510 RIDGE AVE,19121,(215) 236-7195,Open,Elem/Mid/High,K-12,5,Private,Private
-75.164355317593419,39.973706911764012,446,226511802,,,Gesu School,Gesu Sch,1701-33 W GIRARD AVE,19121,(215) 763-3660,Open,Elem/Middle,pre K-8,420,Private,Archdiocese
-75.160514987725463,39.971843453491282,447,226515632,,,Philadelphia Academic School,Phila Academic Sch,1421 W GIRARD AVE,19130,(215) 477-1040,Open,High School,12,14,Private,Private
-75.161448481314522,39.97454204830661,448,226510062,,,Shiloh Christian Academy,Shiloh Christian Acad,1516-34 MASTER ST,19121,215-763-7335 ,Open,Elem/Middle,K-8,70,Private,Private
-75.165675948950764,39.984919080811707,449,226510055,,,Al Mosheh Shule of Positive Ed,Al Mosheh Shule of Positive Ed,1931 PAGE ST,19121,(215) 765-6462,Open,Elem/Middle,K-4,4,Private,Private
-75.149268406524271,39.991810123134414,450,326510060,,,Hope Partnership for Education,Hope Partnership for Education,2601 N 11th St,19133,215-232-5410,Open,Middle/High,5-12,51,Private,Private
-75.141434089995371,39.988890504572694,451,226519812,,,Tabernacle Academy,Tabernacle Acad,506 W CUMBERLAND ST,19133,(215) 423-1758,Open,,,22,Private,Private
-75.167970672535418,39.963721612469797,452,226510024,,,Spring Garden Academy,Spring Garden Acad,1801 SPRING GARDEN ST,19130,(215)563-9192,Open,Pre-school,Preschool,30,Private,Private
-75.169384962915217,39.95272122927706,453,300512650,,,Kinder Care Learning Center,Kinder Care Lrn Ctr,1700-40 MARKET ST,19103,(215) 563-9499,Open,Pre-school,Preschool,5,Private,Private
-75.162471209540485,39.948644034532649,454,300518760,,,Student Education Center Delaware Valley High School CC,Student Ed Ctr DVHS,204-06 S 13TH ST,19107,(215) 732-5060,Open,High School,9-12,84,Private,Private
-75.161828128198437,39.941922493939678,455,226510006,,,New Visions Learning Center,New Visions Lrn Ctr,711-15 S 12TH ST,19147,(215) 922-6691,Open,Elementary School,pre K-4,45,Private,Private
-75.15907136746624,39.942235186334571,456,300511820,,,Beginnings Learning Center,Beginnings Learning Ctr,620 S 10TH ST,19147,(215) 627-3668,Open,Pre-K,pre K,27,Private,Private
-75.151048991865707,39.937554432419063,457,300518275,,,Settlement Music School,Settlement Music Sch,414-28 QUEEN ST,19147,(215) 320-2670,Open,Ungraded,Ungraded,83,Private,Private
-75.208218802177342,39.948818967554907,458,226511232,,,Jubilee School,Jubilee School,4211 CHESTER AVE,19104,(215) 387-7592,Open,Elementary School,pre K-6,54,Private,Private
-75.234452279871064,39.946853221616905,459,226510040,,,Nelsons Academy,Nelsons Academy,5520 BALTIMORE AVE,19143,215-476-7116,Open,Kindergarten,pre K-K,50,Private,Private
-75.187913096557423,39.963683359830519,460,300514670,,,Caring Center,Caring Center,3101-11 SPRING GARDEN ST,19104,(215) 386-8245,Open,Pre-K,pre K,35,Private,Private
-75.194351769520708,39.96405325908794,461,300516020,,,Montessori Genesis II,Montessori Genesis II,3529 HAVERFORD AVE,19104,215-387-2078,Open,Elementary School,pre K-4,29,Private,Private
-75.165037148820005,40.029863489100912,462,226510059,,,Islamic Learning Tree Academy,Islamic Learning Tree Acad,5044 Germantown Avenue,19144,(215)758-5418,Open,Elementary School,pre K-5,3,Private,Private
-75.217948476367283,39.961735575794897,463,226514112,,,Mill Creek School,Mill Creek Sch,111 N 49TH ST,19139,215-471-4900 ,Open,High School,9-12,50,Private,Private
-75.225238805301515,39.956788665205188,464,226510052,,,Ijoba Shule,Ijoba Shule,201 S 52ND ST,19139,(215) 747-5737,Open,Elem/Middle,Pre K-7,5,Private,Private
-75.225587176740817,39.948034126936044,465,226510044,,,Emmanuel Christian Learning Center,Emmanuel Christian Lrn Ctr,5103 BALTIMORE AVE,19143,(215) 220-0923,Open,Elementary School,pre K-2,2,Private,Private
-75.244737688650801,39.969628364121206,466,370511710,,,Creative Minds & Each One Teach One Child Care Center,Creative Minds Child Care Ctr,427-35 N 63RD ST,19151,(215) 473-4472,Open,Pre-K,pre K,15,Private,Private
-75.245246019783792,39.975729413846302,467,226510074,,,Nur Academy,Nur Acad,805 N 63RD ST,19151,(215) 519-9627,Open,Elementary School,K-5,26,Private,Private
-75.246622359504428,39.983294679366431,468,226510039,,,63rd Street Multicultural Academy of Academic Excellence,63rd St Multicultural Acad.,1141 N 63RD ST,19151,(215)220-0031,Open,Elem/Mid/High,pre K-12,94,Private,Private
-75.23272041231597,39.92713495571671,469,226510069,,,Rising Stars Christian Academy,Rising Stars Christian Acad,6327 WOODLAND AVE,19142,(215) 724-4400,Open,Elementary School,K-1,20,Private,Private
-75.228005905798199,39.925610542829034,470,226511242,,,Legacy Christian Academy,Legacy Christian Acad,6208-10 GRAYS AVE,19142,(215) 397-4011,Open,Elem/Middle,Pre K-7,45,Private,Private
-75.242891852712589,39.919942989072489,471,226510051,,,Individual Assessment Manager Resource Academy,Individual Assessment Manager Resource Acad,7035 WOODLAND AVE,19142,(215) 729-0374,Open,Special Center,Ungraded,40,Private,Private
-75.245513105660905,39.917208677580348,472,226510022,,,Mount Sinai Christian Academy,Mount Sinai Christian Acad,7282-86 WOODLAND AVE,19142,(215) 937-0417,Open,Elementary School,K-5,0,Private,Private
-75.18833493449597,39.93249484937764,473,226510050,,,Miracle Temple Christian Academy,Miracle Temple Christian Acad,2600 TASKER ST,19145,(215) 755-3680,Open,Ungraded,Ungraded,11,Private,Private
-75.173779615626032,39.9350707166424,474,226510012,,,Twenty-first Century Christian Academy,21 Century Christian Acad,1253-55 S 18TH ST,19146,(610)812-5166 ,Open,Pre-school,Preschool,0,Private,Private
-75.172740100262885,39.927010295038272,475,226510009,,,True Gospel Tabernacle Learning Center,True Gospel Tabernacle Lrn Ctr,1900 S 16TH ST,19145,(215) 334-3343,Open,Pre-school,Preschool,43,Private,Private
-75.177623114518596,39.922355089988052,476,226519632,,,Trinity Christian School,Trinity Christian Sch,2300-34 S 18TH ST,19145,(215) 334-6657,Open,Preschool,Pre-K,14,Private,Private
-75.097497322072982,40.048488692459209,477,,,3404,Tacony Academy CS (Annex),Tacony Acad CS (Annex),6238 Rising Sun Ave,19111,267-388-8656,Open,High School,9-12,,Charter,Charter
-75.138553893382536,40.029427871140797,478,126519476,8206,7210,Birney Preparatory Academy,Birney,900 West Lindley Ave.,19141,(215)456-3000,Open,Elem/Middle,K-8,728,Charter,Charter
-75.1742733665602,40.032021088952838,479,300517000,,,Pennsylvania School for the Deaf,Pennsylvania School for the Deaf,100-52 W SCHOOL HOUSE LA,19144,(215) 951-4700,Open,Elem/Mid/High,pre K-12,190,Private,Private
-75.25024360252452,39.982830132036682,480,300516590,,,Overbrook School for Blind,Overbrook Sch for Blind,6333 MALVERN AVE,19151,(215) 877-0313,Open,Elem/Mid/High,pre K-12,197,Private,Private
-75.249569620236016,39.982002575400344,481,,,,Overbrook School for Blind (Annex),Overbrook Sch for Blind (Annex),6332 Malvern Ave,19151,215-877-0313,Open,Elem/Mid/High,pre K-12,,Private,Private
-75.171730566904813,39.973871609509615,482,226511852,,,Girard College,Girard College,2035 S COLLEGE AVE,19121, (215) 787-2600,Open,Elem/Mid/High,1-12,465,Private,Private
-75.206754006675354,39.950031204829948,483,226515832,,,The City School at Spruce Hill,The City School at Spruce Hill,4115 Baltimore Avenue,19104,(215) 382-7839,Open,Elementary School,K-5,171,Private,Private
-75.21340755620281,39.969754194938005,484,226511172,,,Cockrell Christian School,Cockrell Christian Sch,4512-16 LANCASTER AVE,19131,(215) 879-2628,Open,Elem/Middle,K-8,54,Private,Private
-75.224618476905675,39.938770800210278,485,226511492,,,Evelyn Graves Christian Academy,Evelyn Graves Christian Acad,5501 Chester Ave,19143,215-727-7795,Open,Elem/Mid/High,pre K-12,27,Private,Private
-75.227419792858782,39.935170837529654,486,300512620,,,Cornerstone Christian Academy,Cornerstone Christian Acad,1939 S 58TH ST,19143,215.724.6858,Open,Elem/Middle,K-8,202,Private,Private
-75.177499149308744,40.024749763108083,487,226511372,,,Eagles Nest Christian School,Eagles Nest Christian Sch,501 W KING ST,19144,(215) 848-2300,Open,Elem/Mid/High,K-8,36,Private,Private
-75.137765567956663,40.006448038118791,488,226511552,,,Faith Tabernacle School,Faith Tabernacle Sch,3611 N RANDOLPH ST,19140,(215) 221-0909,Open,Elem/Mid/High,1-12,163,Private,Private
-75.232978835784337,39.990412173161225,489,,,6955,Camelot Therapeutic Day School of Wynnefield,Camelot @ Wynnefield,2251 N 54th St,19131,215-397-4403,Open,Remedial Discipline,6-12,46,District,District
-75.232379920003169,39.992127094166278,490,300519410,,,Woodbine Academy Inc,Woodbine Acad,5337 WYNNEFIELD AVE,19131,(215) 878-1140,Open,Elementary School,K-6,68,Private,Private
-75.2313597161899,39.992114686941669,491,226512842,,,Jameson Christian Academy,Jameson Christian Acad,5301 WYNNEFIELD AVE,19131,(215) 477-7777,Open,Elem/Mid/High,K-12,18,Private,Private
-75.141409713674861,39.973856071357623,492,226510132,,,Al-Aqsa Islamic Academy,Al-Aqsa Islamic Academy,1501-11 GERMANTOWN AVE,19122,215) 765-2743,Open,Elem/Mid/High,pre K-10,266,Private,Private
-75.18667838683389,40.043993185084986,493,226510682,,,Blair Christian Academy & Preschool,Blair Christian Acad & Presch,212-20 W UPSAL ST,19119,(215) 438-6557,Open,Elem/Middle,pre K-8,54,Private,Private
-75.017310558083153,40.129738649453934,494,226510732,,,Calvary Christian Academy,Calvary Christian Acad,13500 Philmont Ave,19116,215-969-1579,Open,Elem/Mid/High,pre K-12,936,Private,Private
-75.178174557056963,39.975600066083501,495,226510932,,,Celestial Christian Academy,Celestial Christian Acad,2534 W THOMPSON ST,19121,(215) 232-5863,Open,Elem/Middle,pre K-8,33,Private,Private
-75.267813554045091,39.97897215774006,496,226511052,,,Cornerstone High School of Chalutzim Academy,Cornerstone HS of Chalutzim Acad,7501 HAVERFORD AVE,19151,(215) 477-4443,Open,High School,9-12,29,Private,Private
-75.141943614330287,40.020958881997608,497,226512022,,,Harold O Davis Christian School,Harold O Davis Christian Sch,1001 W WINGOHOCKING ST,19140,(610) 642-3020,Open,Elem/Mid/High,pre K-12,34,Private,Private
-75.117029989878759,40.030647694860512,498,226512732,,,International Christian High School,International Christian HS,413 E TABOR RD,19120,(215)455-9334,Open,High School,9-12,116,Private,Private
-75.039186460670663,40.080445296768254,499,300514330,,,Politz Hebrew Academy,Politz Hebrew Acad,9229 OLD BUSTLETON AVE,19115,(215) 969-5960,Open,Elem/Middle,pre K-8,329,Private,Private
-75.139028347489912,39.973343902248175,500,226510023,,,LaSalle Academy,LaSalle Acad,1432-36 N 02ND ST,19122,(215) 739-5804,Open,Elem/Middle,3-8,90,Private,Private
-75.214968118071511,39.971103740835744,501,226515392,,,Quba Institute of Arabic & Islamic Studies,Quba Ins of Arabic & Islamic Studies,4637 LANCASTER AVE,19131,(215) 473-8589,Open,Elem/Middle,pre K-8,68,Private,Private
-75.045051209103875,40.099826186118605,502,226515872,,,Shaare Shamayim-Beth Judah Kindergarten,Shaare Shamayim-Beth Judah Kdg,9768 VERREE RD,19115,215-677-1600,Open,Kindergarten,Kindergarten,18,Private,Private
-75.248264347544563,39.98980408908978,503,226519542,,,Talmudical Yeshiva of Philadelphia,Talmudical Yeshiva of Phila,6055-63 DREXEL RD,19131,(215) 477-1000,Open,High School,9-12,112,Private,Private
-75.168039571868448,39.921301547041317,504,226514095,,,City Kids,City Kids,2311 S 13th St,19148,215-334-7440,Open,Kindergarten,pre K-K,15,Private,Private
-75.247217965243379,39.985531230318088,505,226510020,,,New Life Alternatives Christian Academy,New Life Alt Christian Acad,1993-95 N 63RD St,19151,(215) 877-3440,Open,Elementary School,K-4,44,Private,Private
-75.090144017123123,40.054814555287763,506,226511642,,,First Century Gospel School,First Century Gospel Sch,6807 RISING SUN AVE,19111,(215) 742-6615,Open,Elem/Mid/High,1-10,0,Private,Private
-75.140254568971713,40.055464768652271,507,226512032,,,Hope Church School,Hope Church Sch,6707 OLD YORK RD,19126,(215) 927-7770,Open,Elem/Mid/High,K-12,120,Private,Private
-75.137304558461494,40.018654646921711,508,226512672,,,Hunting Park Christian Academy,Hunting Park Christian Acad,601 W CAYUGA ST,19140,(215) 324-1050,Open,Elem/Middle,pre K-8,182,Private,Private
-75.15714372530401,40.00823428394709,509,,,,Revival Hill Christian Academy,Revival Hill Christian Academy,1716 W Venango Street,19140,(215) 229-3646,Open,High School,9-12,,Private,Private
-75.169453796366952,39.94699546140474,510,226511132,,,The City School,The City School,315 S 17TH ST,19103,(215) 731-1930,Open,High School,9-12,99,Private,Private
-75.214997521103811,40.076685734939879,511,226514122,,,Crefeld School,Crefeld School,8836 CREFELD ST,19118,(215) 242-5545,Open,Middle/High,7-12,96,Private,Private
-75.082537299703915,40.061085921273452,512,226515382,,,Immanuel Lutheran School,Immanuel Lutheran Sch,1013 COTTMAN AVE,19111,(215) 725-7265,Open,Elem/Middle,pre K-8,147,Private,Private
-75.078014039830833,40.058622173987082,513,226514492,,,Northeast Preparatory School,Northeast Prep Sch,1309 COTTMAN AVE,19111,215-342-5500,Open,High School,9-12,0,Private,Private
-75.028799348815753,40.040788165086951,514,226512042,,,Holmesburg Christian Academy,Holmesburg Christian Acad,7923 FRANKFORD AVE,19136,(215) 335-4323,Open,Elem/Middle,pre K-8,156,Private,Private
-75.172146737530198,40.032506522415851,515,226511702,,,Germantown Friends School,Germantown Friends Sch,31 W Coulter St,19144,(215) 951-2300,Open,Elem/Mid/High,K-12,855,Private,Private
-75.174577968888386,40.033256024476891,516,226511952,,,Greene Street Friends School,Greene Street Friends Sch,5511 GREENE ST,19144,(215) 438-7545,Open,Elem/Middle,pre K-8,230,Private,Private
-75.14929909616275,40.020497432554954,517,226513580,,,Philadelphia Christian Academy,Phila Christian Acad,4400 N Broad St,19140,(215) 324-3775,Open,Elem/Middle,K-8,113,Private,Private
-75.167061936206892,39.956473904319104,518,226511652,,,Friends Select School,Friends Select Sch,3 BENJ FRANKLIN PKY,19103,215-561-5900,Open,Elem/Mid/High,pre K-12,551,Private,Private
-75.175345547803545,39.956098622913849,519,300513960,,,Greene Towne School Inc,Greene Towne Montessori School,2119-21 ARCH ST,19103,215-563-6368,Open,Kindergarten,pre K-K,128,Private,Private
-75.242874998821904,39.954313413653367,520,226513572,,,Philadelphia Christian Academy,Phila Christian Acad,6007-09 LARCHWOOD AVE,19143,215-474-4530,Open,Elem/Middle,pre K-8,52,Private,Private
-75.211400605038961,39.948602403856086,521,300514200,,,HMS School for Children w/Cerebral Palsy,HMS Sch for Children w/Cerebral Palsy,4400 BALTIMORE AVE,19104,(215) 222-2566,Open,Elem/Mid/High,pre K-12,57,Private,Private
-75.181783472823014,39.946888898439617,522,226515462,,,Philadelphia School,Phila School,2501-29 LOMBARD ST,19146,(215) 545-5323,Open,Elem/Middle,pre K-8,387,Private,Private
-75.12674568719801,39.984531328015059,523,126515001,7851,5510,"Kensington Intern Business, Finance & Entrep",Kensington Business Sch,2501 Coral St,19125,291-4700,Open,High School,9-12,366,District,District
-75.126707359892208,39.984478542538753,524,126515001,8143,5600,Kensington Urban Education Academy,Kensington Urban Ed,2501 Coral St,19125,291-5173,Open,High School,9-12,351,District,District
